token_1,ws,token_2,count
Comment,1_NL,assert,30
Comment,1_NL_8_ID_SP,byte,3
-,1_NL_8_ID_SP,(,3
",",2_NL,;,22
Comment,1_NL_4_ID_SP,if,47
implements,1_NL_8_ID_SP,Identifier,67
String,1_NL,Comment,10
Comment,1_NL,+,45
;,1_NL_16_DD_SP,return,71
{,0_None,(,25
:,1_NL_8_ID_SP,new,6
",",1_NL_8_ID_SP,Comment,15
Comment,1_NL_4_ID_SP,public,3
),1_SP,++,5
+=,2_SP,String,4
/,1_SP,++,16
<,1_NL_8_ID_SP,Identifier,14
|,1_NL_8_ID_SP,(,4
{,2_NL_4_DD_SP,protected,7
Comment,1_NL_12_ID_SP,return,12
+,1_NL_16_ID_SP,Identifier,5
},3_NL_4_DD_SP,Comment,1
),1_NL_8_ID_SP,Comment,24
Comment,1_NL,||,7
{,1_NL_4_DD_SP,do,8
&&,1_NL_8_ID_SP,this,5
(,1_NL_12_ID_SP,String,5
Comment,2_NL_4_ID_SP,},4
;,1_NL_1_ID_SP,Identifier,13
;,1_NL_1_DD_SP,return,12
Identifier,1_NL_4_DD_SP,Comment,2
Comment,1_SP,Identifier,16
",",1_NL_4_DD_SP,},21
Comment,1_NL_3_ID_SP,if,7
(,1_NL_8_ID_SP,(,80
{,1_NL_4_DD_SP,boolean,56
Identifier,1_NL_3_DD_TB,public,186
{,1_NL_7_ID_SP,return,23
;,1_NL_14_DD_TB,Comment,5
Comment,1_NL_14_ID_SP,if,5
Comment,1_NL,volatile,5
Null,9_SP,?,1
:,1_NL_16_ID_SP,Identifier,26
:,1_NL_20_ID_SP,DecimalInteger,1
/=,1_SP,DecimalInteger,5
;,2_NL,char,12
),1_NL,<,6
=,2_SP,DecimalInteger,7
;,1_NL_8_DD_SP,byte,3
Identifier,1_NL_8_ID_SP,-,20
(,1_NL_8_ID_SP,!,1
Comment,2_NL,long,11
Comment,1_NL_6_ID_SP,Identifier,50
{,1_NL_8_DD_SP,this,4
[,0_None,++,445
String,1_NL_8_ID_SP,:,6
static,1_SP,short,41
{,1_NL_4_ID_SP,new,86
Comment,1_NL_8_ID_SP,Comment,33
{,1_NL_8_ID_SP,Identifier,97
+,1_NL_12_ID_SP,Identifier,1
;,1_NL_8_DD_SP,final,31
{,1_SP,new,7
;,1_NL_3_ID_SP,Comment,2
Comment,1_NL,),4
Comment,1_NL_8_ID_SP,for,1
<,1_NL_4_ID_SP,Identifier,34
{,2_NL,private,37
;,2_NL_20_DD_SP,},14
;,2_NL_8_DD_SP,super,11
Identifier,1_NL_8_ID_SP,Identifier,60
;,2_NL_4_DD_SP,synchronized,6
{,1_NL_4_DD_SP,private,59
),1_NL_8_DD_SP,public,251
{,1_NL_4_ID_SP,static,324
{,1_NL,for,12
{,2_NL,try,5
String,1_NL_14_ID_SP,+,12
;,2_NL_14_DD_SP,Comment,5
{,1_NL_4_DD_SP,switch,15
{,2_NL,for,5
),1_NL_4_DD_SP,Annotation,23
{,2_NL_4_DD_SP,for,13
String,1_NL_31_ID_SP,+,7
;,2_NL_31_DD_SP,Comment,9
{,2_NL_4_DD_SP,return,18
String,1_NL_9_ID_SP,+,3
;,2_NL_9_DD_SP,Comment,4
Comment,1_NL_1_ID_SP,protected,1
Identifier,1_NL,=,5
Comment,1_NL_1_ID_SP,Annotation,4
Comment,2_NL_4_ID_SP,private,19
Comment,1_NL,import,31
;,2_NL_5_DD_SP,},5
Comment,2_NL,super,5
=,1_NL_3_ID_SP,(,4
{,1_NL_12_DD_SP,Identifier,192
Comment,1_NL_4_ID_SP,private,3
;,2_NL,new,10
{,2_NL_4_ID_SP,throw,4
extends,1_NL,Identifier,1
{,1_NL,final,6
Comment,1_NL,case,42
",",1_NL_63_ID_SP,final,4
",",1_NL_70_ID_SP,final,3
),1_SP,HexInteger,301
",",2_NL_8_DD_SP,Comment,54
),2_SP,HexInteger,2
),0_None,HexInteger,1
DecimalInteger,1_NL_8_ID_SP,?,9
{,1_NL_3_DD_TB,super,2
{,1_NL_4_ID_SP,{,21
{,1_NL_18_DD_SP,this,31
Null,2_SP,&&,7
",",1_NL_21_ID_SP,final,36
{,1_NL_8_DD_SP,super,3
",",1_NL_36_ID_SP,Annotation,6
{,1_NL_34_DD_SP,return,8
Identifier,1_SP,long,8
?,1_NL_12_ID_SP,Null,1
;,2_NL_16_DD_SP,Identifier,142
;,2_NL_57_DD_SP,},1
},1_NL_3_DD_SP,},440
{,1_NL_3_ID_SP,final,229
{,1_NL_3_ID_SP,if,151
{,1_NL_3_ID_SP,double,13
+,1_NL_6_ID_SP,Identifier,22
;,1_NL_6_DD_SP,return,19
{,1_NL_3_ID_SP,int,39
;,1_NL_6_DD_SP,Comment,14
Comment,1_NL_3_ID_SP,},3
",",1_NL_6_ID_SP,final,17
{,1_NL_3_DD_SP,this,16
),1_NL_6_ID_SP,throws,32
{,1_NL_3_DD_SP,Identifier,26
},2_NL_3_DD_SP,},47
",",1_NL_6_ID_SP,new,6
{,1_NL_3_ID_SP,throw,44
},3_NL_3_DD_SP,},3
{,1_NL_3_DD_SP,if,5
{,1_NL_3_DD_SP,final,11
{,1_NL_3_ID_SP,boolean,10
{,1_NL_3_ID_SP,for,21
{,1_NL_3_ID_SP,super,36
),1_NL_6_ID_SP,+,2
{,1_NL_3_ID_SP,while,2
{,1_NL_3_ID_SP,;,8
Identifier,1_NL_6_ID_SP,.,5
Comment,2_NL_3_ID_SP,public,1
{,1_NL_3_DD_SP,super,8
;,2_NL_6_DD_SP,Identifier,11
{,1_NL_3_ID_SP,try,12
{,1_NL_3_ID_SP,Comment,51
{,2_NL_3_ID_SP,protected,4
Comment,1_NL_6_ID_SP,this,6
&&,1_NL_6_ID_SP,Identifier,11
{,1_NL_3_ID_SP,public,12
:,0_None,Null,4
&=,1_SP,this,5
{,1_NL_3_ID_SP,private,14
;,1_NL_1_DD_SP,Comment,12
Comment,1_NL_1_ID_TB,private,2
Comment,3_NL_3_ID_SP,},1
),1_NL_6_DD_SP,public,1
{,2_NL_3_ID_SP,final,6
),1_NL_6_ID_SP,:,3
;,1_NL_6_DD_SP,final,5
Comment,1_NL_3_ID_TB,final,3
;,1_NL_5_DD_SP,final,2
String,1_NL_6_ID_SP,+,4
;,1_NL_6_ID_SP,Identifier,122
),1_NL_6_ID_SP,&&,2
;,1_NL_6_DD_SP,if,5
=,1_NL_4_ID_SP,this,11
;,1_NL_4_DD_SP,final,72
",",1_NL,++,2
String,1_NL_2_DD_SP,+,26
String,1_NL_4_DD_SP,+,8
default,1_SP,int,34
Comment,2_NL,default,5
default,1_SP,float,2
default,1_SP,double,7
default,1_SP,long,30
",",1_NL_4_DD_SP,this,19
Identifier,1_SP,^=,43
^=,1_SP,Identifier,30
>,1_SP,...,1
final,1_SP,<,86
final,2_SP,Identifier,5
?,1_NL_1_ID_TB,(,1
:,1_NL,new,10
;,1_NL_2_DD_TB,),1
Comment,1_NL_1_ID_TB,package,2
&&,1_NL_1_ID_TB,Identifier,1
;,2_NL_2_DD_SP,static,3
=,1_NL_2_ID_SP,String,21
;,2_NL_2_DD_SP,Annotation,3
=,1_NL_2_ID_SP,new,33
;,1_NL_2_DD_SP,int,11
(,1_NL_2_ID_SP,new,35
{,2_NL,protected,3
{,1_NL,long,8
",",1_NL_2_ID_SP,int,1
;,1_NL_2_DD_SP,if,116
",",1_NL_2_ID_SP,DecimalInteger,1
;,1_NL_2_DD_SP,for,11
extends,1_NL_2_ID_SP,Identifier,4
{,1_NL,double,3
;,1_NL_2_DD_SP,public,15
=,0_None,DecimalFloatingPoint,8
this,1_NL_2_ID_SP,.,2
",",1_NL_2_ID_SP,String,11
+=,1_NL_2_ID_SP,Identifier,2
],1_SP,/=,3
;,1_NL_2_DD_SP,long,1
;,1_NL_2_DD_SP,double,2
{,1_NL_2_DD_SP,},17
=,1_NL_2_ID_SP,DecimalFloatingPoint,1
Identifier,1_NL_2_ID_SP,implements,3
],1_NL_2_ID_SP,/,1
{,2_NL_2_DD_SP,},1
DecimalInteger,1_NL_2_ID_SP,||,3
>,1_NL_2_ID_SP,implements,1
;,2_NL_2_DD_SP,private,6
Identifier,1_NL_6_ID_SP,||,1
{,2_NL_2_DD_SP,Annotation,20
{,1_NL_2_DD_SP,public,1
",",1_NL_1_ID_SP,Annotation,3
{,1_NL_1_ID_SP,boolean,1
{,2_NL_2_DD_SP,final,1
{,2_NL_2_DD_SP,public,22
Identifier,1_NL_2_ID_SP,<,1
implements,1_NL_13_ID_SP,Identifier,1
{,2_NL_11_DD_SP,Comment,1
},1_NL_6_DD_SP,},10
{,2_NL_3_ID_SP,Comment,2
Identifier,1_NL_4_ID_SP,<,1
{,2_NL_2_DD_SP,return,16
{,1_NL_66_DD_SP,Identifier,1
{,1_NL_6_DD_SP,return,2
;,1_NL_11_DD_SP,Identifier,3
;,1_NL_16_DD_SP,private,13
;,2_NL_16_DD_SP,private,33
;,3_NL_16_DD_SP,Annotation,1
(,1_NL_8_ID_SP,Annotation,149
),1_SP,long,63
try,1_NL,{,3918
Identifier,1_NL_4_DD_SP,{,584
),4_SP,Comment,1
;,1_NL_3_DD_SP,return,1
Comment,2_NL,void,16
Identifier,1_NL_36_DD_SP,{,1
{,1_SP,DecimalInteger,3
DecimalInteger,1_SP,},4
},12_NL,EOF,2
;,2_NL_1_ID_SP,Identifier,7
;,2_NL_1_DD_SP,Identifier,4
{,1_NL_4_DD_SP,public,13
{,1_NL_8_DD_SP,},8
void,1_NL,Identifier,11
=,0_None,{,45
private,4_SP,Identifier,1
},7_NL,EOF,2
{,2_NL_4_DD_SP,boolean,1
;,5_SP,Comment,33
;,1_NL_28_DD_SP,Identifier,3
Comment,1_NL_4_ID_SP,try,3
},40_NL,EOF,2
;,2_NL_8_DD_SP,try,39
Identifier,1_NL_8_ID_SP,(,12
},11_NL,EOF,2
{,1_NL_1_ID_SP,static,1
;,2_NL_3_ID_SP,Comment,4
super,1_SP,(,1
;,1_NL_7_DD_SP,},32
),1_NL_1_ID_SP,public,1
{,2_NL_3_ID_SP,Annotation,2
),1_NL_10_DD_SP,Identifier,1
+,1_NL_20_ID_SP,String,2
+,1_NL_19_ID_SP,String,5
;,1_NL_23_DD_SP,Identifier,13
",",0_None,boolean,1
=,1_NL_1_ID_SP,String,1
;,1_NL_1_DD_SP,private,1
{,2_NL_4_DD_SP,if,19
;,1_NL_14_DD_SP,Identifier,3
),1_NL_23_DD_SP,throws,1
+,1_NL_32_ID_SP,String,1
",",1_NL_21_ID_SP,(,1
?,1_NL_2_ID_SP,Identifier,1
;,2_NL_27_DD_SP,Identifier,5
",",1_NL_1_ID_SP,Identifier,2
;,1_NL_5_DD_SP,return,1
{,2_NL_4_DD_SP,final,1
;,2_NL_1_ID_SP,try,1
volatile,1_SP,static,1
),1_NL_16_DD_SP,},24
),2_NL,Annotation,4
Identifier,1_NL,implements,32
{,3_NL,Comment,1
),1_NL_11_DD_SP,throws,1
},15_NL,EOF,1
;,2_NL_5_ID_SP,Identifier,1
(,1_NL_5_ID_SP,Identifier,2
finally,0_None,{,3
},1_NL,++,21
},18_NL,EOF,1
{,2_NL_3_ID_SP,this,1
;,1_NL_10_ID_SP,Identifier,4
;,2_NL_10_DD_SP,Identifier,3
=,1_NL_3_ID_SP,Identifier,1
;,2_NL_3_DD_SP,Identifier,8
;,1_NL_12_DD_SP,else,1
;,1_NL_20_DD_SP,else,1
static,1_SP,public,9
",",1_NL_1_ID_SP,final,1
),1_NL_1_DD_SP,throws,1
;,1_NL_16_DD_SP,if,86
},1_NL_1_DD_SP,Identifier,4
),1_NL_33_DD_SP,throws,1
Comment,2_NL,switch,5
:,1_NL_4_ID_SP,boolean,3
default,1_SP,:,4
),1_NL_35_DD_SP,{,16
),1_NL_28_DD_SP,throws,27
),1_NL_29_DD_SP,throws,8
;,2_NL_9_DD_SP,Identifier,2
;,3_NL_4_DD_SP,Identifier,8
},2_NL_5_DD_SP,},5
),1_NL_8_DD_SP,throws,1
Identifier,2_SP,&&,3
Null,1_NL_8_ID_SP,?,40
Null,1_NL,:,15
Comment,1_NL_8_DD_SP,{,1
=,0_None,Null,15
=,1_NL_7_ID_SP,(,1
;,1_NL_15_DD_SP,Identifier,5
Comment,2_NL_4_ID_SP,void,2
Comment,2_NL,<,1
;,2_NL_4_ID_SP,int,1
),3_SP,Comment,2
},2_NL_4_ID_SP,Identifier,1
return,2_SP,Null,1
},1_NL_4_DD_SP,return,7
),1_NL_8_DD_SP,static,1
},1_NL_5_DD_SP,},13
},19_NL,EOF,1
),2_SP,continue,1
Comment,1_NL_8_DD_SP,},17
{,2_NL,int,1
{,2_NL_4_DD_SP,static,1
!=,1_NL_11_ID_SP,Identifier,1
{,1_NL_7_DD_SP,throw,1
String,1_NL_1_ID_SP,+,1
),1_NL_2_ID_SP,private,2
;,3_NL_10_DD_SP,},1
{,2_NL_3_ID_SP,if,2
{,1_NL_20_ID_SP,Identifier,1
),1_NL_4_DD_SP,throws,1
;,2_NL_16_DD_SP,Comment,37
{,1_NL_4_DD_SP,protected,1
;,1_NL_8_DD_SP,assert,8
;,2_NL_4_DD_SP,else,1
static,1_SP,char,16
Identifier,1_NL,(,2
;,3_NL_1_DD_SP,Comment,2
),1_NL_4_ID_SP,super,1
;,2_NL_2_ID_SP,protected,1
;,2_NL_8_DD_SP,final,25
;,3_NL,static,2
{,2_NL_4_DD_SP,super,3
Identifier,1_NL,final,27
Comment,2_NL_4_DD_SP,Comment,1
},2_NL_4_ID_SP,public,3
{,1_NL_10_ID_SP,Annotation,66
;,2_NL_10_DD_SP,},4
(,1_NL_7_ID_SP,String,1
class,1_NL_4_DD_SP,),58
{,1_NL_20_DD_SP,super,10
Identifier,1_NL,static,485
:,3_SP,return,33
;,1_NL,case,821
:,6_SP,return,18
:,5_SP,return,141
:,4_SP,return,112
;,1_NL,default,329
:,8_SP,return,86
{,1_NL_31_DD_SP,super,21
},2_NL,switch,87
->,1_NL_4_ID_SP,new,11
{,1_NL_23_DD_SP,Identifier,86
{,0_None,new,17
),1_NL_27_DD_SP,throws,16
{,1_NL_21_DD_SP,super,13
(,1_NL,),2
;,2_NL_8_DD_SP,switch,1
],1_NL_4_DD_SP,),8
;,2_NL_4_DD_SP,case,329
;,2_NL_4_DD_SP,default,102
:,7_SP,return,8
:,10_SP,return,10
:,9_SP,return,38
:,12_SP,return,22
Null,1_NL_4_DD_SP,),36
),1_NL_12_DD_SP,),18
",",1_NL,DecimalFloatingPoint,11
",",1_NL_17_ID_SP,Annotation,3
{,2_NL_13_DD_SP,this,2
:,16_SP,return,4
(,1_NL_4_ID_SP,Null,3
},1_NL_12_DD_SP,),4
:,1_SP,return,203
throws,1_NL_27_DD_SP,Identifier,1
{,1_NL_19_DD_SP,},1
>=,1_SP,-,5
{,1_NL_35_DD_SP,super,1
Comment,2_NL_4_ID_SP,Identifier,2
DecimalInteger,1_NL_4_ID_SP,||,2
;,3_NL_3_DD_TB,Annotation,1
{,1_NL_7_ID_SP,if,15
},1_NL,void,2
;,1_NL_7_DD_TB,},104
{,1_NL_37_DD_SP,super,4
",",2_SP,DecimalInteger,3
;,1_NL_15_DD_SP,Comment,5
;,1_NL_15_DD_SP,this,1
",",1_NL_18_ID_SP,Annotation,1
{,1_NL_14_DD_SP,this,55
",",1_NL_24_ID_SP,Annotation,3
{,1_NL_10_ID_SP,this,1
),1_NL_11_ID_SP,.,13
;,1_NL_12_DD_TB,},1
;,1_NL_6_ID_SP,try,2
;,1_NL_11_DD_TB,},10
{,1_NL_10_ID_SP,Identifier,5
},2_NL_7_DD_TB,},3
(,1_NL_2_ID_SP,Comment,1
String,1_SP,Comment,22
Comment,1_NL_2_DD_SP,),9
),0_None,:,11
),1_NL_38_DD_SP,{,20
>,1_NL_4_ID_SP,&&,1
{,0_None,int,4
",",1_NL_8_ID_SP,float,6
?,1_NL_8_ID_SP,(,8
public,1_SP,char,66
{,1_NL_5_ID_SP,void,1
},1_NL_3_DD_TB,Comment,1
?,1_NL_4_ID_SP,(,2
},2_NL_1_DD_SP,Comment,11
{,2_NL_36_DD_SP,if,5
>,1_NL_8_ID_SP,&&,5
throw,1_SP,(,172
static,1_SP,Annotation,9
),1_NL_8_ID_SP,^,2
),1_NL,^,1
{,1_NL_28_DD_SP,Identifier,185
{,3_NL_4_ID_SP,if,4
{,1_NL_4_ID_SP,protected,247
[,0_None,--,12
{,2_NL_4_ID_SP,double,5
;,1_SP,--,27
(,1_NL_4_ID_SP,{,3
(,1_SP,Boolean,1016
Boolean,2_SP,),4
finally,1_NL,{,858
},2_NL_3_DD_TB,private,11
static,1_SP,interface,27
},2_NL_3_ID_SP,static,8
},1_NL,static,9
},1_NL,abstract,12
:,1_SP,if,1
break,1_SP,Identifier,36
},1_NL_12_DD_SP,},14
Comment,2_NL_1_ID_TB,private,3
;,1_NL_12_ID_SP,Comment,1
{,1_NL_8_ID_SP,public,1
+,1_NL_44_ID_SP,String,5
;,1_NL_3_ID_SP,if,21
},3_NL,this,1
),2_SP,&&,3
;,2_NL,short,8
Comment,1_NL_3_ID_SP,int,12
;,1_NL_12_ID_SP,},1
Comment,1_NL_8_ID_SP,+,7
},1_NL,char,8
},2_NL_8_DD_SP,Comment,24
Comment,2_NL_8_ID_SP,Identifier,20
),1_NL_8_ID_SP,-,3
DecimalInteger,0_None,*,17
;,2_NL_8_DD_SP,protected,21
Comment,3_NL,protected,1
Identifier,1_NL_9_DD_TB,public,65
{,1_NL_13_ID_SP,Identifier,1
},2_NL_3_DD_TB,static,4
{,1_NL_7_ID_SP,Annotation,3
class,2_SP,Identifier,2
;,2_NL_4_ID_SP,Comment,10
},2_NL_4_ID_SP,Comment,10
},2_NL_5_ID_SP,Comment,1
Comment,1_NL_5_DD_SP,private,1
Comment,2_NL,static,5
;,1_NL_4_ID_SP,static,2
],1_NL_4_ID_SP,{,1
},0_None,Comment,61
Comment,2_NL_4_DD_SP,private,2
},1_NL_1_ID_SP,else,1
Comment,2_NL_4_ID_SP,try,1
Comment,1_NL_4_ID_SP,for,15
),1_NL_4_ID_SP,continue,24
Comment,2_NL_4_ID_SP,if,4
",",1_NL_28_ID_SP,boolean,1
;,2_NL,++,3
this,0_None,},1
),1_NL_4_ID_SP,this,8
else,1_NL_4_ID_SP,this,1
else,1_NL_4_ID_SP,throw,27
;,1_NL_4_ID_SP,else,1
),1_NL_8_ID_SP,return,1
;,1_NL_16_DD_SP,else,1
;,1_NL_4_DD_SP,++,1
;,1_NL_10_DD_SP,Identifier,4
),1_NL_3_DD_TB,public,11
+,0_None,(,5
Identifier,1_NL_6_ID_SP,Annotation,1
>,1_NL_2_ID_TB,extends,1
{,2_NL_1_DD_TB,protected,1
},3_NL_3_ID_SP,protected,1
},2_NL_2_DD_TB,Annotation,1
;,2_NL_2_DD_TB,protected,1
},2_NL_2_DD_TB,protected,1
},2_NL_3_ID_SP,protected,4
static,1_SP,abstract,1
;,1_NL_6_DD_TB,if,6
{,1_NL_7_ID_TB,Identifier,3
else,1_NL_4_ID_SP,for,1
{,2_NL_4_ID_SP,switch,6
:,1_NL_4_ID_SP,try,19
),1_NL_3_ID_SP,private,13
Identifier,0_None,Comment,55
;,4_SP,Comment,37
{,6_SP,Comment,8
;,2_NL_1_DD_SP,for,1
{,1_NL_7_ID_SP,super,2
Comment,2_NL,import,405
},2_NL_3_ID_SP,public,66
;,2_NL_3_DD_TB,private,7
;,2_NL_3_ID_SP,Annotation,8
;,2_NL_3_DD_TB,void,8
;,2_NL_3_ID_SP,<,8
;,1_NL,<,64
",",1_NL_24_ID_SP,int,8
;,1_NL_24_DD_SP,<,8
;,2_NL_24_DD_SP,Comment,12
;,2_NL_39_DD_TB,void,8
;,1_NL_3_ID_SP,void,13
;,1_NL_3_DD_TB,<,5
;,2_NL_42_DD_SP,void,8
;,2_NL_3_ID_SP,public,8
{,1_NL_2_DD_TB,return,14
;,1_NL_3_DD_TB,Identifier,19
",",1_NL_6_DD_TB,Identifier,3
),1_NL_4_ID_SP,),3
;,1_NL_3_ID_SP,try,3
;,2_NL_3_ID_SP,Identifier,13
},1_NL_3_ID_SP,Comment,4
Comment,143_SP,package,12
;,2_NL_143_DD_SP,import,12
},1_NL_3_ID_SP,return,1
},2_NL_6_ID_SP,Identifier,4
},1_NL_3_DD_TB,Annotation,13
},1_NL_1_DD_SP,return,5
;,1_NL_3_DD_TB,boolean,2
;,2_NL_3_ID_SP,boolean,2
;,1_NL_3_DD_TB,int,4
;,1_NL_3_ID_SP,boolean,3
",",1_NL_52_ID_SP,int,2
;,2_NL_52_DD_SP,Identifier,2
;,1_NL_3_ID_SP,private,14
{,1_NL_7_ID_SP,final,8
{,1_NL_4_DD_SP,continue,3
;,1_NL_9_ID_SP,Identifier,7
;,1_NL_10_DD_TB,},9
},2_NL_3_ID_SP,return,2
},2_NL_3_ID_SP,private,28
{,1_NL_7_ID_SP,Comment,4
;,2_NL_3_DD_TB,public,7
{,1_NL_4_ID_TB,Identifier,8
;,2_NL_3_DD_TB,return,8
Comment,1_NL_3_DD_TB,public,21
;,1_NL_6_DD_TB,this,2
},2_NL_3_DD_TB,protected,2
),1_NL_1_DD_SP,},2
",",2_NL_11_DD_TB,Identifier,1
",",1_NL_11_ID_SP,String,5
",",1_NL_11_DD_TB,Identifier,4
;,2_NL_8_DD_SP,<,35
class,1_NL_4_DD_SP,},3
extends,1_NL,Comment,353
extends,1_NL_4_ID_SP,Comment,211
Identifier,1_NL_4_ID_SP,Identifier,185
;,1_NL_4_DD_SP,static,20
{,2_NL_6_DD_SP,public,14
{,1_NL_6_ID_SP,Annotation,2
),1_NL,static,38
;,1_NL,EOF,101
;,1_NL_4_DD_SP,Annotation,5
{,1_NL_4_DD_SP,},14
},2_NL_1_DD_SP,Annotation,2
Identifier,1_NL_1_ID_SP,public,2
Comment,1_NL,enum,43
Identifier,1_NL,||,16
this,1_SP,:,24
{,1_NL_1_ID_SP,throw,5
),1_NL,package,12
(,1_NL_4_ID_SP,!,20
class,1_SP,&&,15
>,1_NL_4_DD_SP,Identifier,10
>,1_NL_4_ID_SP,implements,18
this,1_NL,:,4
Comment,1_NL_1_DD_SP,Identifier,13
this,1_NL_4_ID_SP,||,11
transient,1_SP,byte,7
;,1_NL,abstract,6
:,1_SP,super,14
String,1_NL_6_DD_SP,},2
{,2_NL_2_ID_SP,abstract,1
",",1_NL_32_ID_SP,boolean,3
;,1_NL_8_DD_SP,static,10
private,2_SP,Identifier,10
},1_NL_1_ID_SP,if,1
),1_NL,abstract,4
{,1_NL_2_DD_SP,static,1
double,0_None,...,13
boolean,0_None,...,8
Identifier,1_NL_5_ID_SP,:,1
),1_SP,private,2
},3_NL,<,1
>,1_NL,Identifier,18
),1_NL,interface,2
->,1_NL,{,670
else,1_NL,{,4493
Comment,1_SP,),66
>,1_NL_8_DD_SP,{,105
Identifier,1_NL_8_ID_SP,{,119
Identifier,1_NL_36_DD_SP,),2
:,1_NL,{,960
",",2_NL_8_DD_SP,Identifier,38
Identifier,1_NL_27_DD_SP,),8
Comment,1_NL_28_DD_SP,Comment,1
Comment,1_NL_28_ID_SP,break,1
String,1_SP,?,16
],1_NL_33_ID_SP,+,1
static,1_NL,{,71
do,1_NL,{,325
Comment,1_NL_4_ID_SP,break,13
{,2_NL_4_ID_SP,long,17
(,1_SP,{,66
(,1_SP,short,131
),1_NL_25_DD_SP,{,20
),1_NL_43_DD_SP,{,10
{,1_NL_4_ID_SP,interface,32
new,1_SP,),168
(,1_SP,char,221
),1_NL_19_DD_SP,{,24
+,1_NL_7_ID_SP,String,83
},2_NL,enum,61
throws,1_NL_8_ID_SP,Identifier,23
",",1_NL_30_ID_SP,long,1
),1_NL_22_DD_SP,throws,2
;,1_NL_12_DD_SP,default,8
Identifier,3_SP,=,24
Identifier,8_SP,=,9
Identifier,5_SP,=,26
;,3_NL,class,2
+,1_NL_44_ID_SP,Identifier,16
Comment,1_SP,+,121
;,2_NL_44_DD_SP,private,16
(,1_SP,-,169
+,1_SP,Comment,42
&&,1_NL_1_DD_SP,(,1
?,1_NL_7_ID_SP,Identifier,19
),1_NL_36_ID_SP,:,4
Comment,1_NL,short,44
|,1_NL_27_ID_SP,Identifier,4
String,1_NL_33_ID_SP,+,12
),1_NL_5_DD_SP,{,72
},2_NL,catch,7
|,1_NL_8_ID_SP,Identifier,20
+,1_NL_11_ID_SP,String,7
;,1_NL_11_DD_SP,throw,1
{,1_NL_4_ID_SP,abstract,30
Comment,2_NL_4_ID_SP,Annotation,30
(,1_SP,),62
--,0_None,],26
),1_NL_34_DD_SP,{,15
[,1_SP,Identifier,30
Identifier,1_SP,],20
implements,2_SP,Identifier,2
public,2_SP,void,3
;,1_NL_8_DD_SP,new,6
),1_NL_32_DD_SP,{,20
;,2_NL_8_DD_SP,this,27
),1_NL_63_DD_SP,{,3
:,1_NL,!,2
{,1_NL_4_ID_SP,volatile,12
;,2_NL,EOF,10
Identifier,3_SP,Comment,4
&&,1_NL_20_ID_SP,Identifier,2
&&,1_NL_7_ID_SP,!,3
),1_NL_5_ID_SP,||,7
String,2_SP,),7
;,1_NL_8_DD_SP,boolean,27
;,2_NL_8_DD_SP,throw,3
?,1_NL_3_ID_SP,Identifier,1
>,1_NL_8_ID_SP,extends,41
),1_NL_24_DD_SP,{,15
-,1_NL_8_ID_SP,Identifier,2
),1_NL_12_ID_SP,.,6
String,1_NL_36_ID_SP,+,3
Identifier,2_NL_11_DD_SP,{,1
Identifier,1_NL_19_DD_SP,{,3
;,2_NL_8_DD_SP,abstract,23
;,2_NL_20_DD_SP,abstract,1
;,2_NL_28_DD_SP,void,2
},2_NL_1_DD_SP,Identifier,4
),1_NL_46_DD_SP,{,7
Comment,2_NL,this,9
{,1_NL_4_ID_SP,default,8
return,1_SP,--,1
&&,1_NL_18_ID_SP,!,1
),1_NL_18_DD_SP,.,1
",",1_NL_73_ID_SP,Identifier,3
),1_NL_73_DD_SP,{,2
),1_NL_78_DD_SP,{,2
),1_NL_69_DD_SP,{,1
;,2_NL_16_DD_SP,if,51
String,1_NL_28_ID_SP,+,2
;,1_NL_28_DD_SP,assert,2
Identifier,1_NL_71_ID_SP,+,2
;,1_NL_71_DD_SP,assert,2
Identifier,1_NL_66_ID_SP,+,2
Identifier,1_NL_51_ID_SP,+,4
;,1_NL_51_DD_SP,assert,2
(,1_SP,DecimalFloatingPoint,43
instanceof,1_SP,long,18
instanceof,1_SP,int,18
instanceof,1_SP,double,18
instanceof,1_SP,float,18
instanceof,1_SP,boolean,11
instanceof,1_SP,char,12
instanceof,1_SP,short,18
:,1_SP,throw,28
<,0_None,char,7
<,0_None,short,11
Comment,1_NL_4_ID_SP,(,1
Identifier,1_NL_7_ID_SP,?,2
),1_NL_14_DD_SP,{,12
",",1_NL_37_ID_SP,long,4
),1_NL_37_DD_SP,{,22
;,2_NL_8_DD_SP,boolean,27
+,1_NL_16_ID_SP,String,23
:,1_NL,do,4
Comment,2_NL,abstract,7
++,1_SP,%,2
],1_SP,|,12
),1_NL_21_DD_SP,{,16
),1_NL_22_DD_SP,{,11
),2_NL_37_DD_SP,{,1
->,1_NL_8_ID_SP,!,3
DecimalInteger,1_SP,],1
;,2_NL,volatile,7
),1_NL_28_DD_SP,{,35
),1_NL_55_DD_SP,{,2
Comment,2_NL,enum,2
Comment,1_NL_8_ID_SP,String,9
+,1_NL_1_ID_SP,String,4
",",1_NL_9_DD_SP,Identifier,4
",",1_NL_16_DD_SP,Identifier,26
",",2_NL_16_DD_SP,Comment,2
",",2_NL_8_DD_SP,;,2
),2_NL_8_DD_SP,;,1
>,1_SP,&,3
(,1_NL_8_ID_SP,this,32
;,1_NL_24_DD_SP,if,2
>,1_SP,long,14
int,0_None,...,93
Comment,1_NL_4_ID_SP,long,10
